Description;Date;AcademicYear;Status;Category;StudentCode;Sex;;Age;Continent;CivilStatus;Scholarship;ScholarshipCategory;ScholarshipAmount;Scholarship;HowYouKnew;Chosen
Registration Started;2014;2015;Diploma;Summer MSCS;1388;1;;25;Europe;0;0;3; -   ;N/A;Website;Yes
Registration Started;2014;2014;Diploma;Summer MBA;1389;0;;34;Europe;0;0;0; -   ;N/A;Website;Yes
Registration Started;2014;2014;Master;MBA;1390;0;;25;Europe;0;0;0; -   ;N/A;Website;Yes
Registration Started;2014;2014;Erasmus;Erasmus MBA;1391;0;;25;Europe;0;0;0; -   ;N/A;Website;Yes
First criteria not met;2015;2015;Bachelor;BBA;1392;0;;25;Europe;0;0;3; 2.400,00 ;N/A;Other;No
Registration Started;2015;2015;Diploma;Summer MBA;1393;0;;25;Africa;1;0;3; 21.400,00 ;N/A;Student Alumnus;Yes
Registration Started;2015;2015;Bachelor;BBA;1394;1;;25;Africa;0;0;3; -   ;Type1;Website;Yes
First criteria not met;2014;2014;Diploma;Summer MSCS;1395;1;;29;Asia;0;0;0; -   ;N/A;Website;No
Registration Started;2014;2014;Master;MFE;1396;1;;34;Europe;1;0;0; -   ;N/A;Academic staff;Yes
First criteria not met;2014;2014;Diploma;Summer MSCS;1397;0;;29;Europe;0;0;0; -   ;N/A;Other;No
Registration Started;2015;2015;Diploma;Summer MSCS;1398;1;;25;Europe;0;0;3; -   ;N/A;Website;Yes
Registration Started;2014;2014;Bachelor;BBA;1399;1;;18;Africa;0;0;0; -   ;N/A;Other;No
Acception notified;2015;2014;Bachelor;BBA;1400;0;;18;Africa;0;0;3; -   ;N/A;Social media;No
Registration Started;2015;2015;Master;MBA;1401;1;;25;North America;3;0;3; 13.400,00 ;Type1;Third part website;Yes
Registration Started;2015;2015;Master;MSCS;1402;1;;25;Africa;0;0;3; -   ;Type1;Website;Yes
Registration Started;2015;2015;Diploma;Summer MSCS;1403;0;;25;Africa;0;0;3; 6.400,00 ;N/A;Website;Yes
Acception notified;2014;2014;Diploma;Summer MSCS;1404;1;;30;Asia;0;0;0; -   ;N/A;Website;No
First criteria not met;2014;2015;Diploma;Summer MSCS;1405;0;;30;Africa;1;0;3; -   ;N/A;Website;No
Registration Started;2015;2015;Master;MBA;1406;1;;25;Africa;0;0;3; -   ;Type1;Student Alumnus;Yes
Registration Started;2015;2015;Master;ME;1407;1;;30;Africa;0;1;1; -   ;N/A;Student Alumnus;Yes
Acception notified;2015;2014;Bachelor;BBA;1408;1;;18;Europe;0;0;0; -   ;N/A;Social media;No
Registration Started;2015;2015;Diploma;Summer MSCS;1409;1;;25;Europe;0;0;3; -   ;N/A;Website;Yes
Acception notified;2014;2014;Bachelor;BBA;1410;0;;18;Asia;0;0;0; -   ;N/A;Other;No
Registration Started;2015;2015;Diploma;Summer MSCS;1411;1;;30;Latin America;0;0;3; 31.400,00 ;N/A;Website;Yes
Acception notified;2015;2014;Bachelor;BBA;1412;0;;18;Africa;0;0;0; -   ;N/A;Social media;No
Registration Started;2015;2015;Diploma;Summer MSCS;1413;1;;25;Europe;0;0;3; 4.400,00 ;N/A;Website;Yes
Registration Started;2015;2015;Diploma;Summer MSCS;1414;1;;25;Europe;0;0;3; -   ;N/A;Website;Yes
Acception notified;2015;2014;Bachelor;BBA;1415;1;;18;Europe;0;0;0; -   ;N/A;Third part website;No
Registration Started;2015;2015;Bachelor;BBA;1416;1;;25;Europe;0;0;3; -   ;N/A;Website;Yes
First criteria not met;2015;2015;Master;MFA;1417;1;;25;Europe;0;0;3; 13.400,00 ;N/A;Student Alumnus;No
First criteria not met;2015;2015;Master;MBA;1418;1;;25;Europe;0;0;3; 13.400,00 ;N/A;Student Alumnus;No
Registration Started;2014;2014;Diploma;Summer MBA;1419;0;;30;Europe;0;0;0; -   ;N/A;Website;Yes
Registration Started;2015;2015;Master;MBE;1420;1;;25;Europe;0;0;3; 13.400,00 ;N/A;Student Alumnus;Yes
Registration Started;2014;2014;Master;MBE;1421;0;;25;Africa;0;0;0; -   ;N/A;Academic staff;Yes
Acception notified;2014;2014;Bachelor;BBA;1422;1;;18;Europe;0;0;0; -   ;N/A;Other;No
Registration Started;2015;2015;Master;MBE;1423;1;;25;Europe;0;0;3; -   ;Type1;Website;Yes
Registration Started;2014;2014;Master;MFA;1424;1;;30;Oceania;0;0;0; -   ;N/A;Student Alumnus;Yes
First criteria not met;2014;2014;Bachelor;BBA;1425;1;;18;Asia;0;0;0; -   ;N/A;Website;No
Registration Started;2015;2015;Master;MBA;1426;1;;25;Europe;0;0;3; -   ;Type1;Third part website;Yes
Acception notified;2014;2014;Bachelor;BBA;1427;1;;18;Europe;0;0;0; -   ;N/A;Brochure;No
Registration Started;2015;2015;Diploma;Summer MSCS;1428;0;;25;Africa;0;0;3; -   ;N/A;Website;Yes
Registration Started;2015;2014;Master;MSCS;1429;1;;25;Europe;0;0;3; -   ;N/A;Website;Yes
Registration Started;2015;2014;Diploma;Summer MBA;1430;1;;25;Africa;0;0;0; -   ;N/A;Website;Yes
Registration Started;2014;2014;Diploma;Summer MSCS;1431;0;;25;Africa;0;0;0; -   ;N/A;Website;Yes
Acception notified;2014;2014;Bachelor;BBA;1432;1;;18;Africa;0;0;0; -   ;N/A;Website;No
Acception notified;2014;2014;Bachelor;BBA;1433;1;;18;Africa;0;0;0; -   ;N/A;Third part website;No
Registration Started;2014;2014;Master;ME;1434;0;;25;Africa;0;0;0; -   ;N/A;Student Alumnus;Yes
Acception notified;2014;2014;Bachelor;BBA;1435;0;;18;Asia;0;0;0; -   ;N/A;Other;No
Registration Started;2014;2014;Master;MBA;1436;0;;25;Africa;0;0;0; -   ;N/A;Website;Yes
Registration Started;2014;2014;Master;MFA;1437;1;;25;Oceania;0;0;1; 3.200,00 ;N/A;Website;Yes
First criteria not met;2014;2014;Master;MFA;1438;0;;25;Africa;0;0;0; -   ;N/A;Website;No
Acception notified;2014;2014;Bachelor;BBA;1439;1;;18;Africa;0;0;0; -   ;N/A;Website;No
Registration Started;2014;2014;Master;MBE;1440;0;;25;Africa;0;0;0; -   ;N/A;Website;Yes
Registration Started;2014;2014;Bachelor;BBA;1441;1;;25;Africa;0;0;0; -   ;N/A;Other;Yes
Registration Started;2014;2014;Master;MFE;1442;1;;25;Africa;0;0;0; -   ;N/A;Website;Yes
Registration Started;2014;2014;Master;MFE;1443;1;;25;Africa;0;0;0; -   ;N/A;Website;Yes
First criteria not met;2015;2015;Master;MSCS;1444;1;;34;Africa;0;0;3; 9.400,00 ;N/A;Website;No
First criteria not met;2014;2014;Diploma;Summer MBA;1445;0;;25;Africa;1;0;0; -   ;N/A;Website;No
Registration Started;2014;2014;Master;MBA;1446;0;;25;Africa;1;0;0; -   ;N/A;Website;Yes
Registration Started;2014;2014;Master;MFA;1447;1;;25;Africa;0;0;0; -   ;N/A;Third part website;Yes
First criteria not met;2014;2014;Bachelor;BBA;1448;0;;18;Europe;0;0;0; -   ;N/A;Website;No
Registration Started;2014;2014;Master;MBE;1449;0;;25;Africa;0;0;0; -   ;N/A;Student Alumnus;Yes
Registration Started;2014;2014;Bachelor;BBA;1450;1;;30;Latin America;0;0;0; -   ;N/A;Website;Yes
Registration Started;2015;2015;Diploma;Summer MBA;1451;0;;35;Asia;3;0;3; -   ;N/A;Website;Yes
Registration Started;2014;2014;Master;MBE;1452;1;;25;Europe;0;0;0; -   ;N/A;Student Alumnus;Yes
Registration Started;2014;2014;Diploma;Summer MSCS;1453;1;;25;Europe;0;0;0; -   ;N/A;Website;Yes
Acception notified;2014;2014;Erasmus;Erasmus MBA;1454;1;;45;Europe;3;0;0; -   ;N/A;Website;No
Registration Started;2014;2014;Diploma;Summer MSCS;1455;1;;25;Europe;0;0;0; -   ;N/A;Other;Yes
First criteria not met;2014;2014;Bachelor;BBA;1456;1;;18;Latin America;0;0;0; -   ;N/A;Website;No
Registration Started;2014;2014;Master;MFA;1457;1;;25;Europe;0;0;0; -   ;N/A;Website;Yes
Registration Started;2014;2014;Master;MBA;1458;1;;25;Europe;0;0;0; -   ;N/A;Other;Yes
Registration Started;2014;2014;Master;ME;1459;0;;25;Europe;0;0;0; -   ;N/A;Third part website;Yes
Registration Started;2014;2014;Master;MBE;1460;1;;25;Europe;0;0;0; -   ;N/A;Website;Yes
Acception notified;2015;2015;Master;MFA;1461;1;;30;Africa;0;0;3; -   ;Type1;Website;No
Acception notified;2014;2014;Bachelor;BBA;1462;0;;18;Europe;0;0;0; -   ;N/A;Student Alumnus;No
Registration Started;2014;2014;Master;MSCS;1463;0;;25;Europe;0;0;0; -   ;N/A;Website;Yes
First criteria not met;2014;2014;Master;MBA;1464;0;;25;Europe;0;0;0; -   ;N/A;Website;No
Registration Started;2014;2014;Diploma;Summer MSCS;1465;1;;25;Europe;0;0;0; -   ;N/A;Website;Yes
Registration Started;2014;2014;Master;MBA;1466;1;;25;Europe;0;0;0; -   ;N/A;Student Alumnus;Yes
First criteria not met;2014;2014;Bachelor;BBA;1467;1;;18;Europe;0;0;0; -   ;N/A;Third part website;No
Acception notified;2014;2014;Bachelor;BBA;1468;1;;18;Europe;0;0;0; -   ;N/A;Other;No
Registration Started;2015;2015;Master;MBA;1469;0;;30;Latin America;0;0;3; -   ;N/A;Other;No
Registration Started;2014;2014;Bachelor;BBA;1470;0;;25;Europe;0;0;0; -   ;N/A;Website;Yes
First criteria not met;2015;2015;Master;MSCS;1471;0;;30;Africa;1;0;3; 11.400,00 ;Type1;Website;No
First criteria not met;2015;2015;Master;ME;1472;1;;30;North America;3;1;1; 11.400,00 ;N/A;Employer;No
Registration Started;2014;2014;Diploma;Summer MSCS;1473;0;;25;Europe;0;0;0; -   ;N/A;Website;Yes
Registration Started;2014;2014;Diploma;Summer MSCS;1474;0;;25;Asia;0;0;0; -   ;N/A;Scholarship;Yes
Acception notified;2015;2015;Diploma;Summer MSCS;1475;0;;25;Europe;0;0;3; -   ;N/A;Website;No
First criteria not met;2015;2015;Master;ME;1476;1;;25;Europe;0;1;1; 10.000,00 ;N/A;Website;No
First criteria not met;2015;2015;Master;MBInf;1477;0;;25;Africa;0;0;3; -   ;N/A;Website;No
First criteria not met;2015;2015;Bachelor;BBA;1478;1;;25;Europe;0;0;3; -   ;N/A;Website;No
Acception notified;2014;2015;Master;MBInf;1479;0;;25;Africa;0;1;3; 8.900,00 ;Type1;Website;No
Acception notified;2015;2015;Master;MSCS;1480;1;;30;Africa;0;0;3; -   ;Type1;Website;No
First criteria not met;2015;2015;Bachelor;BBA;1481;0;;25;Asia;0;0;3; 9.820,00 ;N/A;Other;No
Registered second time;2014;2014;Master;MSCS;1482;1;;35;Africa;0;0;0; -   ;N/A;Website;Yes
Registration Started;2015;2015;Master;MBA;1483;0;;30;Africa;0;0;3; 31.400,00 ;N/A;Website;No
Acception notified;2014;2014;Diploma;Summer MSCS;1484;0;;45;Africa;0;0;0; -   ;N/A;Radio;No
First criteria not met;2015;2015;Master;MBA;1485;0;;25;Europe;0;0;3; -   ;N/A;Student Alumnus;No
First criteria not met;2015;2015;Master;MSCS;1486;0;;25;Europe;0;0;3; -   ;N/A;Website;No
First criteria not met;2015;2015;Bachelor;BBA;1487;1;;25;Latin America;0;0;3; -   ;N/A;N/A;No
First criteria not met;2015;2015;Master;MSCS;1488;1;;25;Africa;0;0;3; -   ;Type1;Website;No
Acception notified;2015;2015;Diploma;Summer MSCS;1489;1;;25;North America;0;0;3; 23.900,00 ;N/A;Website;No
First criteria not met;2015;2015;Master;MSCS;1490;0;;30;Europe;0;0;3; 16.400,00 ;N/A;Academic staff;No
Acception notified;2014;2014;Diploma;Summer MSCS;1491;1;;47;Europe;0;0;0; -   ;N/A;Website;No
Acception notified;2015;2015;Diploma;Summer MSCS;1492;0;;30;Europe;0;0;3; -   ;N/A;Website;No
First criteria not met;2015;2015;Diploma;Summer MSCS;1493;0;;30;Africa;0;0;1; 3.200,00 ;N/A;Website;No
First criteria not met;2015;2015;Diploma;Summer MBA;1494;1;;30;Europe;0;0;3; -   ;N/A;Website;No
Acception notified;2015;2015;Master;MFA;1495;1;;49;Latin America;1;0;3; 21.400,00 ;N/A;Website;No
Acception notified;2015;2015;Diploma;Summer MSCS;1496;0;;25;Africa;0;0;3; 11.400,00 ;N/A;Website;No
First criteria not met;2015;2015;Diploma;Summer MSCS;1497;0;;25;Europe;0;0;3; -   ;N/A;Student Alumnus;No
Acception notified;2015;2014;Master;MBE;1498;0;;30;Asia;0;0;3; -   ;N/A;Website;No
Registration Started;2015;2015;Diploma;Summer MSCS;1499;0;;35;Latin America;0;0;3; -   ;N/A;Google;Yes
Acception notified;2015;2014;Master;MBInf;1500;1;;30;Africa;0;0;0; -   ;N/A;Online study portal;No
Acception notified;2015;2014;Bachelor;BBA;1501;1;;18;Africa;0;0;0; -   ;N/A;Other;No
First criteria not met;2015;2015;Master;MBE;1502;1;;25;Europe;0;0;3; -   ;N/A;Website;No
First criteria not met;2014;2014;Master;MBA;1503;1;;50;Latin America;0;0;0; -   ;N/A;Website;No
First criteria not met;2014;2015;Master;MFA;1504;0;;25;Europe;0;0;3; 11.400,00 ;N/A;Website;No
Acception notified;2014;2014;Diploma;Summer MSCS;1505;1;;25;Europe;0;0;0; -   ;N/A;Website;No
First criteria not met;2014;2014;Diploma;Summer MBA;1506;1;;25;Europe;0;0;0; -   ;N/A;Other;No
Acception notified;2014;2014;Diploma;Summer MBA;1507;0;;25;Europe;0;0;3; -   ;N/A;Website;No
First criteria not met;2015;2015;Diploma;Summer MBA;1508;0;;35;Europe;1;0;3; -   ;N/A;Website;No
First criteria not met;2014;2014;Diploma;Summer MSCS;1509;1;;25;Europe;0;0;0; -   ;N/A;Student Alumnus;No
First criteria not met;2014;2014;Diploma;Summer MSCS;1510;0;;25;Africa;0;0;0; -   ;N/A;Website;No
First criteria not met;2014;2014;Master;MBInf;1511;1;;25;Africa;0;0;0; -   ;N/A;Website;No
First criteria not met;2014;2014;Master;MSCS;1512;1;;25;Africa;0;0;0; -   ;N/A;Website;No
First criteria not met;2014;2014;Erasmus;Erasmus MBA;1513;1;;25;Europe;0;0;0; -   ;N/A;Website;No
First criteria not met;2014;2014;Erasmus;Erasmus MBA;1514;0;;25;Europe;0;0;0; -   ;N/A;Other;No
Acception notified;2014;2014;Master;MFA;1515;0;;25;Africa;0;0;0; -   ;N/A;Website;No
First criteria not met;2014;2014;Master;MBA;1516;1;;25;Europe;0;0;0; -   ;N/A;Website;No
Acception notified;2014;2014;Master;MBInf;1517;1;;25;Africa;0;0;0; -   ;N/A;Website;No
First criteria not met;2014;2014;Master;MBE;1518;0;;25;Europe;0;0;0; -   ;N/A;Website;No
Registered second time;2014;2014;Master;MFE;1519;1;;25;Asia;0;0;0; -   ;N/A;Website;No
Acception notified;2014;2014;Master;MFE;1520;1;;25;Africa;0;0;0; -   ;N/A;Website;No
First criteria not met;2014;2014;Bachelor;BBA;1521;1;;35;Asia;1;0;0; -   ;N/A;Website;No
First criteria not met;2014;2014;Master;ME;1522;0;;30;Africa;0;0;0; -   ;N/A;Website;No
First criteria not met;2014;2014;Bachelor;BBA;1523;1;;30;Asia;0;0;0; -   ;N/A;Website;No
Acception notified;2014;2014;Bachelor;BBA;1524;0;;30;Europe;0;0;0; -   ;N/A;Website;No
First criteria not met;2014;2014;Master;ME;1525;0;;35;Africa;0;1;1; 2.400,00 ;Other;Academic staff;No
Acception notified;2015;2014;Erasmus;Erasmus MBA;1526;1;;30;Africa;1;0;0; -   ;N/A;Scholarship;No
Acception notified;2015;2014;Master;MBA;1527;1;;30;Europe;0;0;0; -   ;N/A;Website;No
Acception notified;2014;2014;Diploma;Summer MSCS;1528;1;;25;Africa;0;0;0; -   ;N/A;Website;No
First criteria not met;2014;2014;Diploma;Summer MSCS;1529;1;;30;Africa;0;0;0; -   ;N/A;Website;No
First criteria not met;2014;2014;Diploma;Summer MSCS;1530;0;;25;Africa;0;0;0; -   ;N/A;Website;No
Acception notified;2014;2014;Erasmus;Erasmus MBA;1531;0;;35;Europe;0;0;0; -   ;N/A;Website;No
First criteria not met;2014;2014;Master;MBA;1532;0;;35;Europe;0;0;0; -   ;N/A;Website;No
Acception notified;2014;2014;Diploma;Summer MSCS;1533;0;;25;Europe;0;0;3; 11.400,00 ;N/A;Online study portal;No
First criteria not met;2014;2014;Diploma;Summer MSCS;1534;1;;35;Europe;0;0;0; -   ;N/A;Website;No
